,0,1,2,3,4,5,6,7,8,board_str,value
2766,X,X,,,X,O,O,O,,"X,X,,,X,O,O,O,",0.5
2767,,X,X,O,,X,O,O,,",X,X,O,,X,O,O,",0.5
2768,O,X,O,,O,,X,X,,"O,X,O,,O,,X,X,",0.5
2769,O,X,O,O,,,,X,X,"O,X,O,O,,,,X,X",0.5
2770,O,X,X,,,O,,X,O,"O,X,X,,,O,,X,O",0.5
2771,,X,,X,O,,X,O,O,",X,,X,O,,X,O,O",0.5
2772,O,O,,X,X,,X,,O,"O,O,,X,X,,X,,O",0.5
2773,,X,O,X,O,,,X,O,",X,O,X,O,,,X,O",0.5
2774,X,O,X,,O,,O,,X,"X,O,X,,O,,O,,X",0.5
2775,X,X,O,,,O,X,,O,"X,X,O,,,O,X,,O",0.5
2776,X,X,O,O,X,,,O,,"X,X,O,O,X,,,O,",0.5
2777,O,,,O,X,O,,X,X,"O,,,O,X,O,,X,X",0.5
2778,,O,O,O,X,,X,,X,",O,O,O,X,,X,,X",0.5
2779,O,O,X,X,O,X,,,,"O,O,X,X,O,X,,,",0.5
2780,X,X,,,O,,O,O,X,"X,X,,,O,,O,O,X",0.5
2781,,O,X,X,X,O,,O,,",O,X,X,X,O,,O,",0.5
2782,X,,X,,O,O,O,X,,"X,,X,,O,O,O,X,",0.5
2783,X,,O,O,,,X,X,O,"X,,O,O,,,X,X,O",0.5
2784,X,,,O,O,O,X,,X,"X,,,O,O,O,X,,X",0.5
2785,X,O,O,,X,X,,,O,"X,O,O,,X,X,,,O",0.5
2786,X,X,,X,O,O,O,,,"X,X,,X,O,O,O,,",0.5
2787,,O,X,O,,O,X,,X,",O,X,O,,O,X,,X",0.5
2788,,X,O,O,,X,O,,X,",X,O,O,,X,O,,X",0.5
2789,,X,X,,O,,O,X,O,",X,X,,O,,O,X,O",0.5
2790,X,O,,X,,X,O,,O,"X,O,,X,,X,O,,O",0.5
2791,O,,O,,X,X,X,O,,"O,,O,,X,X,X,O,",0.5
2792,X,O,,O,,X,,X,O,"X,O,,O,,X,,X,O",0.5
2793,,,O,X,X,O,O,,X,",,O,X,X,O,O,,X",0.5
2794,O,X,O,X,,,,O,X,"O,X,O,X,,,,O,X",0.5
2795,X,X,,O,X,,O,,O,"X,X,,O,X,,O,,O",0.5
2796,X,O,,X,X,,O,,O,"X,O,,X,X,,O,,O",0.5
2797,,,O,X,O,O,,X,X,",,O,X,O,O,,X,X",0.5
2798,,,O,X,X,,O,X,O,",,O,X,X,,O,X,O",0.5
2799,,,,O,X,X,X,O,O,",,,O,X,X,X,O,O",0.5
2800,X,O,,X,,O,,O,X,"X,O,,X,,O,,O,X",0.5
2801,X,X,O,,X,O,,,O,"X,X,O,,X,O,,,O",0.5
2802,X,X,,,O,O,O,,X,"X,X,,,O,O,O,,X",0.5
2803,,X,X,,O,O,X,,O,",X,X,,O,O,X,,O",0.5
2804,,X,O,X,,O,,O,X,",X,O,X,,O,,O,X",0.5
2805,X,X,,O,O,X,,,O,"X,X,,O,O,X,,,O",0.5
2806,X,,O,X,,,O,X,O,"X,,O,X,,,O,X,O",0.5
2807,,O,X,,O,,X,O,X,",O,X,,O,,X,O,X",0.5
2808,,,O,,X,X,O,X,O,",,O,,X,X,O,X,O",0.5
2809,,,O,O,X,O,X,X,,",,O,O,X,O,X,X,",0.5
2810,,X,O,O,X,,X,,O,",X,O,O,X,,X,,O",0.5
2811,X,O,,O,,X,O,,X,"X,O,,O,,X,O,,X",0.5
2812,O,O,,X,X,,,X,O,"O,O,,X,X,,,X,O",0.5
2813,,O,X,O,O,X,X,,,",O,X,O,O,X,X,,",0.5
2814,X,X,O,X,,,O,O,,"X,X,O,X,,,O,O,",0.5
2815,,X,O,,,O,O,X,X,",X,O,,,O,O,X,X",0.5
2816,O,X,X,O,,X,,O,,"O,X,X,O,,X,,O,",0.5
2817,,O,O,X,X,O,,,X,",O,O,X,X,O,,,X",0.5
2818,X,X,O,,O,X,,,O,"X,X,O,,O,X,,,O",0.5
2819,,X,,O,,O,O,X,X,",X,,O,,O,O,X,X",0.5
2820,O,O,X,,X,X,,,O,"O,O,X,,X,X,,,O",0.5
2821,O,O,O,X,,,X,,X,"O,O,O,X,,,X,,X",0.5
2822,X,X,,O,X,O,,,O,"X,X,,O,X,O,,,O",0.5
2823,,X,,O,,X,O,O,X,",X,,O,,X,O,O,X",0.5
2824,O,X,,O,X,,X,O,,"O,X,,O,X,,X,O,",0.5
2825,O,X,O,,X,,,O,X,"O,X,O,,X,,,O,X",0.5
2826,,X,,O,O,O,X,,X,",X,,O,O,O,X,,X",0.5
2827,O,O,,,X,,X,O,X,"O,O,,,X,,X,O,X",0.5
2828,O,X,,,X,X,O,,O,"O,X,,,X,X,O,,O",0.5
2829,X,O,O,,X,X,,O,,"X,O,O,,X,X,,O,",0.5
2830,X,X,O,X,,O,,,O,"X,X,O,X,,O,,,O",0.5
2831,O,X,X,O,X,,,,O,"O,X,X,O,X,,,,O",0.5
2832,O,O,O,,X,X,,X,,"O,O,O,,X,X,,X,",0.5
2833,O,,,X,O,O,X,,X,"O,,,X,O,O,X,,X",0.5
2834,X,O,X,,O,,,X,O,"X,O,X,,O,,,X,O",0.5
2835,,,O,X,O,,X,X,O,",,O,X,O,,X,X,O",0.5
2836,O,X,O,,,X,X,O,,"O,X,O,,,X,X,O,",0.5
2837,X,,X,O,,X,,O,O,"X,,X,O,,X,,O,O",0.5
2838,O,X,X,,,O,X,O,,"O,X,X,,,O,X,O,",0.5
2839,X,O,X,X,,,O,,O,"X,O,X,X,,,O,,O",0.5
2840,,X,O,X,O,X,O,,,",X,O,X,O,X,O,,",0.5
2841,X,O,,,O,X,,O,X,"X,O,,,O,X,,O,X",0.5
2842,O,,X,O,,X,,X,O,"O,,X,O,,X,,X,O",0.5
2843,O,X,,X,X,,O,O,,"O,X,,X,X,,O,O,",0.5
2844,X,O,,O,,,O,X,X,"X,O,,O,,,O,X,X",0.5
2845,O,O,O,,,X,X,X,,"O,O,O,,,X,X,X,",0.5
2846,,O,O,O,X,X,,,X,",O,O,O,X,X,,,X",0.5
2847,X,X,,O,O,,O,,X,"X,X,,O,O,,O,,X",0.5
2848,,X,,O,O,X,O,,X,",X,,O,O,X,O,,X",0.5
2849,O,O,,,X,X,X,O,,"O,O,,,X,X,X,O,",0.5
2850,O,,X,X,O,O,,X,,"O,,X,X,O,O,,X,",0.5
2851,O,O,,X,X,O,,X,,"O,O,,X,X,O,,X,",0.5
2852,,X,O,X,X,O,O,,,",X,O,X,X,O,O,,",0.5
2853,X,O,,,,X,O,O,X,"X,O,,,,X,O,O,X",0.5
2854,O,O,X,,O,,,X,X,"O,O,X,,O,,,X,X",0.5
2855,O,,X,,O,,O,X,X,"O,,X,,O,,O,X,X",0.5
2856,O,,,X,X,,X,O,O,"O,,,X,X,,X,O,O",0.5
2857,,O,X,,,X,X,O,O,",O,X,,,X,X,O,O",0.5
2858,O,O,,X,O,,X,X,,"O,O,,X,O,,X,X,",0.5
2859,X,O,X,O,,X,,,O,"X,O,X,O,,X,,,O",0.5
2860,O,O,X,,X,X,O,,,"O,O,X,,X,X,O,,",0.5
2861,O,O,,,X,X,X,,O,"O,O,,,X,X,X,,O",0.5
2862,O,X,,O,,X,,O,X,"O,X,,O,,X,,O,X",0.5
2863,X,X,,,O,,O,X,O,"X,X,,,O,,O,X,O",0.5
2864,X,,X,O,,O,X,O,,"X,,X,O,,O,X,O,",0.5
2865,O,X,O,,,X,X,,O,"O,X,O,,,X,X,,O",0.5
2866,O,X,,,O,O,,X,X,"O,X,,,O,O,,X,X",0.5
2867,,,,X,X,O,O,X,O,",,,X,X,O,O,X,O",0.5
2868,X,,O,,O,X,O,,X,"X,,O,,O,X,O,,X",0.5
2869,O,,X,O,X,O,,,X,"O,,X,O,X,O,,,X",0.5
2870,,O,,X,O,,X,O,X,",O,,X,O,,X,O,X",0.5
2871,O,,,X,O,X,,X,O,"O,,,X,O,X,,X,O",0.5
2872,,O,,,X,O,O,X,X,",O,,,X,O,O,X,X",0.5
2873,O,X,O,X,,,,X,O,"O,X,O,X,,,,X,O",0.5
2874,X,,,O,,O,O,X,X,"X,,,O,,O,O,X,X",0.5
2875,X,X,,X,O,,,O,O,"X,X,,X,O,,,O,O",0.5
2876,X,,,,O,O,X,X,O,"X,,,,O,O,X,X,O",0.5
2877,O,,X,X,,,X,O,O,"O,,X,X,,,X,O,O",0.5
2878,,O,X,O,X,,,X,O,",O,X,O,X,,,X,O",0.5
2879,O,X,X,,,,O,X,O,"O,X,X,,,,O,X,O",0.5
2880,O,X,O,,X,,X,O,,"O,X,O,,X,,X,O,",0.5
2881,X,,,O,O,,X,O,X,"X,,,O,O,,X,O,X",0.5
2882,O,X,X,O,,X,O,,,"O,X,X,O,,X,O,,",0.5
2883,,X,,,O,O,X,X,O,",X,,,O,O,X,X,O",0.5
2884,X,,O,,O,X,,X,O,"X,,O,,O,X,,X,O",0.5
2885,,O,O,X,,O,X,,X,",O,O,X,,O,X,,X",0.5
2886,X,,O,O,,X,X,O,,"X,,O,O,,X,X,O,",0.5
2887,,O,,,X,X,O,X,O,",O,,,X,X,O,X,O",0.5
2888,X,,,X,,O,O,X,O,"X,,,X,,O,O,X,O",0.5
2889,X,O,X,X,,O,O,,,"X,O,X,X,,O,O,,",0.5
2890,O,,X,X,,O,O,X,,"O,,X,X,,O,O,X,",0.5
2891,,O,,X,,X,O,O,X,",O,,X,,X,O,O,X",0.5
2892,,O,X,X,,O,O,X,,",O,X,X,,O,O,X,",0.5
2893,O,X,X,,X,O,,O,,"O,X,X,,X,O,,O,",0.5
2894,O,X,O,,,X,,X,O,"O,X,O,,,X,,X,O",0.5
2895,X,X,,X,,,O,O,O,"X,X,,X,,,O,O,O",0.5
2896,,O,O,O,X,,,X,X,",O,O,O,X,,,X,X",0.5
2897,,X,O,X,X,O,,O,,",X,O,X,X,O,,O,",0.5
2898,O,,X,X,X,,O,,O,"O,,X,X,X,,O,,O",0.5
2899,O,O,,X,,,O,X,X,"O,O,,X,,,O,X,X",0.5
2900,O,O,,X,O,X,X,,,"O,O,,X,O,X,X,,",0.5
2901,X,X,O,,O,,,O,X,"X,X,O,,O,,,O,X",0.5
2902,,X,O,X,,X,O,O,,",X,O,X,,X,O,O,",0.5
2903,,,O,O,X,X,,O,X,",,O,O,X,X,,O,X",0.5
2904,,X,O,O,,X,X,O,,",X,O,O,,X,X,O,",0.5
2905,,O,X,,X,,O,X,O,",O,X,,X,,O,X,O",0.5
2906,,X,,O,X,X,O,O,,",X,,O,X,X,O,O,",0.5
2907,O,X,,X,O,O,,X,,"O,X,,X,O,O,,X,",0.5
2908,X,,X,,O,,O,O,X,"X,,X,,O,,O,O,X",0.5
2909,,X,O,X,X,,O,O,,",X,O,X,X,,O,O,",0.5
2910,X,O,X,O,O,X,,,,"X,O,X,O,O,X,,,",0.5
2911,O,,,X,O,X,,O,X,"O,,,X,O,X,,O,X",0.5
2912,X,X,O,,,X,O,,O,"X,X,O,,,X,O,,O",0.5
2913,O,,X,O,,O,,X,X,"O,,X,O,,O,,X,X",0.5
2914,O,O,,,X,X,O,,X,"O,O,,,X,X,O,,X",0.5
2915,,,X,,O,O,X,O,X,",,X,,O,O,X,O,X",0.5
2916,,O,X,X,O,O,,X,,",O,X,X,O,O,,X,",0.5
2917,O,O,X,X,,,X,O,,"O,O,X,X,,,X,O,",0.5
2918,O,,O,,X,X,O,,X,"O,,O,,X,X,O,,X",0.5
2919,X,X,O,,X,O,O,,,"X,X,O,,X,O,O,,",0.5
2920,,X,O,X,O,O,X,,,",X,O,X,O,O,X,,",0.5
2921,O,X,X,,,,O,O,X,"O,X,X,,,,O,O,X",0.5
2922,O,X,,X,,O,,O,X,"O,X,,X,,O,,O,X",0.5
2923,O,X,X,O,X,,O,,,"O,X,X,O,X,,O,,",0.5
2924,,X,,X,X,O,O,,O,",X,,X,X,O,O,,O",0.5
2925,X,X,O,O,,O,,X,,"X,X,O,O,,O,,X,",0.5
2926,,O,X,O,,O,,X,X,",O,X,O,,O,,X,X",0.5
2927,X,O,,,X,X,,O,O,"X,O,,,X,X,,O,O",0.5
2928,X,O,X,O,X,,,O,,"X,O,X,O,X,,,O,",0.5
2929,X,O,,O,O,,X,X,,"X,O,,O,O,,X,X,",0.5
2930,,X,X,O,O,O,,X,,",X,X,O,O,O,,X,",0.5
2931,O,,X,,X,X,O,,O,"O,,X,,X,X,O,,O",0.5
2932,,O,O,X,,O,,X,X,",O,O,X,,O,,X,X",0.5
2933,,,,X,O,X,X,O,O,",,,X,O,X,X,O,O",0.5
2934,O,,,X,,X,O,O,X,"O,,,X,,X,O,O,X",0.5
2935,O,O,X,X,X,,O,,,"O,O,X,X,X,,O,,",0.5
2936,,O,O,X,,X,O,,X,",O,O,X,,X,O,,X",0.5
2937,X,,X,O,O,O,X,,,"X,,X,O,O,O,X,,",0.5
2938,O,,,X,,O,O,X,X,"O,,,X,,O,O,X,X",0.5
2939,,O,X,X,,O,,O,X,",O,X,X,,O,,O,X",0.5
2940,X,,X,,X,O,O,,O,"X,,X,,X,O,O,,O",0.5
2941,X,,,O,X,X,,O,O,"X,,,O,X,X,,O,O",0.5
2942,X,O,X,X,,O,,,O,"X,O,X,X,,O,,,O",0.5
2943,X,,O,,,X,O,X,O,"X,,O,,,X,O,X,O",0.5
2944,X,O,,X,,O,O,X,,"X,O,,X,,O,O,X,",0.5
2945,X,O,O,X,X,,,,O,"X,O,O,X,X,,,,O",0.5
2946,O,,O,,X,X,,X,O,"O,,O,,X,X,,X,O",0.5
2947,O,O,O,,,X,X,,X,"O,O,O,,,X,X,,X",0.5
2948,X,,X,,O,O,X,,O,"X,,X,,O,O,X,,O",0.5
2949,O,,O,,,X,O,X,X,"O,,O,,,X,O,X,X",0.5
2950,,O,O,,X,,O,X,X,",O,O,,X,,O,X,X",0.5
2951,,,X,O,O,X,,X,O,",,X,O,O,X,,X,O",0.5
2952,O,,X,X,O,,,X,O,"O,,X,X,O,,,X,O",0.5
2953,O,,X,,,X,O,X,O,"O,,X,,,X,O,X,O",0.5
2954,X,,O,X,X,,,O,O,"X,,O,X,X,,,O,O",0.5
2955,,O,X,X,O,O,,,X,",O,X,X,O,O,,,X",0.5
2956,X,O,X,,,,O,X,O,"X,O,X,,,,O,X,O",0.5
2957,X,X,,X,,O,,O,O,"X,X,,X,,O,,O,O",0.5
2958,X,,O,O,,X,X,,O,"X,,O,O,,X,X,,O",0.5
2959,X,X,O,X,O,,O,,,"X,X,O,X,O,,O,,",0.5
2960,O,X,,X,O,,O,X,,"O,X,,X,O,,O,X,",0.5
2961,O,,X,O,,O,X,,X,"O,,X,O,,O,X,,X",0.5
2962,O,X,X,O,O,,,,X,"O,X,X,O,O,,,,X",0.5
2963,X,,O,X,,X,,O,O,"X,,O,X,,X,,O,O",0.5
2964,,O,X,X,,O,X,O,,",O,X,X,,O,X,O,",0.5
2965,,X,X,X,,O,O,O,,",X,X,X,,O,O,O,",0.5
2966,X,,O,O,X,,X,,O,"X,,O,O,X,,X,,O",0.5
2967,,,,O,O,X,X,X,O,",,,O,O,X,X,X,O",0.5
2968,O,O,,X,X,,X,O,,"O,O,,X,X,,X,O,",0.5
2969,,,O,X,O,O,X,,X,",,O,X,O,O,X,,X",0.5
2970,,O,,O,X,O,X,,X,",O,,O,X,O,X,,X",0.5
2971,O,,,,X,O,X,X,O,"O,,,,X,O,X,X,O",0.5
2972,,X,O,X,O,,O,X,,",X,O,X,O,,O,X,",0.5
2973,X,,X,O,O,,X,O,,"X,,X,O,O,,X,O,",0.5
2974,X,O,,O,,X,X,O,,"X,O,,O,,X,X,O,",0.5
2975,X,X,,O,X,,,O,O,"X,X,,O,X,,,O,O",0.5
2976,X,X,,,O,O,X,,O,"X,X,,,O,O,X,,O",0.5
2977,X,O,X,X,,,O,O,,"X,O,X,X,,,O,O,",0.5
2978,X,O,O,X,X,,,O,,"X,O,O,X,X,,,O,",0.5
2979,X,O,,X,O,X,,,O,"X,O,,X,O,X,,,O",0.5
2980,,O,,X,,O,X,O,X,",O,,X,,O,X,O,X",0.5
2981,O,,O,O,,X,X,,X,"O,,O,O,,X,X,,X",0.5
2982,,X,,O,,O,X,O,X,",X,,O,,O,X,O,X",0.5
2983,X,,O,O,O,,X,,X,"X,,O,O,O,,X,,X",0.5
2984,X,O,X,O,X,,,,O,"X,O,X,O,X,,,,O",0.5
2985,X,,O,,X,O,O,X,,"X,,O,,X,O,O,X,",0.5
2986,,X,X,O,O,,,O,X,",X,X,O,O,,,O,X",0.5
2987,,O,,X,X,,X,O,O,",O,,X,X,,X,O,O",0.5
2988,O,X,O,,,X,O,X,,"O,X,O,,,X,O,X,",0.5
2989,,X,O,O,X,X,,,O,",X,O,O,X,X,,,O",0.5
2990,X,X,O,X,,,O,,O,"X,X,O,X,,,O,,O",0.5
2991,,O,,O,,X,X,O,X,",O,,O,,X,X,O,X",0.5
2992,,O,X,O,X,O,,,X,",O,X,O,X,O,,,X",0.5
2993,O,O,X,X,O,,X,,,"O,O,X,X,O,,X,,",0.5
2994,X,O,X,,,X,,O,O,"X,O,X,,,X,,O,O",0.5
2995,X,O,X,O,,X,,O,,"X,O,X,O,,X,,O,",0.5
2996,X,O,O,X,,X,,,O,"X,O,O,X,,X,,,O",0.5
2997,,O,,O,X,X,O,,X,",O,,O,X,X,O,,X",0.5
2998,,X,,O,X,O,X,,O,",X,,O,X,O,X,,O",0.5
2999,O,,,O,X,X,,X,O,"O,,,O,X,X,,X,O",0.5
3000,,X,O,X,O,,O,,X,",X,O,X,O,,O,,X",0.5
3001,X,X,O,O,X,O,,,,"X,X,O,O,X,O,,,",0.5
3002,O,X,,X,,,X,O,O,"O,X,,X,,,X,O,O",0.5
3003,,O,,X,X,O,O,X,,",O,,X,X,O,O,X,",0.5
3004,X,,O,O,O,X,X,,,"X,,O,O,O,X,X,,",0.5
3005,X,,O,O,,X,O,,X,"X,,O,O,,X,O,,X",0.5
3006,,O,X,,,O,X,X,O,",O,X,,,O,X,X,O",0.5
3007,,X,X,,,O,O,X,O,",X,X,,,O,O,X,O",0.5
3008,O,O,O,X,,,,X,X,"O,O,O,X,,,,X,X",0.5
3009,,X,O,O,O,,X,X,,",X,O,O,O,,X,X,",0.5
3010,O,X,,O,,X,X,,O,"O,X,,O,,X,X,,O",0.5
3011,,,O,X,O,X,,X,O,",,O,X,O,X,,X,O",0.5
3012,,X,O,O,O,X,,X,,",X,O,O,O,X,,X,",0.5
3013,O,,,O,X,,X,X,O,"O,,,O,X,,X,X,O",0.5
3014,O,,,X,O,O,X,X,,"O,,,X,O,O,X,X,",0.5
3015,O,X,,O,,X,O,X,,"O,X,,O,,X,O,X,",0.5
3016,X,X,O,O,,O,,,X,"X,X,O,O,,O,,,X",0.5
3017,,O,,O,X,,X,O,X,",O,,O,X,,X,O,X",0.5
3018,,X,X,O,,,O,X,O,",X,X,O,,,O,X,O",0.5
3019,X,,O,X,O,,,O,X,"X,,O,X,O,,,O,X",0.5
3020,O,X,,O,O,,,X,X,"O,X,,O,O,,,X,X",0.5
3021,,O,,X,O,X,X,O,,",O,,X,O,X,X,O,",0.5
3022,X,O,,X,X,,,O,O,"X,O,,X,X,,,O,O",0.5
3023,X,X,O,O,,,,O,X,"X,X,O,O,,,,O,X",0.5
3024,X,O,,O,X,,X,O,,"X,O,,O,X,,X,O,",0.5
3025,O,,O,O,X,,X,,X,"O,,O,O,X,,X,,X",0.5
3026,,X,,X,,O,X,O,O,",X,,X,,O,X,O,O",0.5
3027,O,,,X,X,O,X,O,,"O,,,X,X,O,X,O,",0.5
3028,,O,,O,,X,O,X,X,",O,,O,,X,O,X,X",0.5
3029,O,X,,,,O,O,X,X,"O,X,,,,O,O,X,X",0.5
3030,O,X,X,X,O,,,,O,"O,X,X,X,O,,,,O",0.5
3031,X,O,X,,X,,,O,O,"X,O,X,,X,,,O,O",0.5
3032,O,O,X,X,,,O,X,,"O,O,X,X,,,O,X,",0.5
3033,X,X,,O,O,X,O,,,"X,X,,O,O,X,O,,",0.5
3034,,O,O,X,X,,O,X,,",O,O,X,X,,O,X,",0.5
3035,,O,X,X,X,,O,,O,",O,X,X,X,,O,,O",0.5
3036,X,,,O,X,O,O,X,,"X,,,O,X,O,O,X,",0.5
3037,,X,O,X,O,,X,,O,",X,O,X,O,,X,,O",0.5
3038,O,,,O,,X,O,X,X,"O,,,O,,X,O,X,X",0.5
3039,X,O,O,,,O,,X,X,"X,O,O,,,O,,X,X",0.5
3040,O,,,O,O,X,,X,X,"O,,,O,O,X,,X,X",0.5
3041,X,O,O,X,,,O,,X,"X,O,O,X,,,O,,X",0.5
3042,,X,,O,,X,X,O,O,",X,,O,,X,X,O,O",0.5
3043,O,,O,X,O,X,,,X,"O,,O,X,O,X,,,X",0.5
3044,X,,,,X,O,O,X,O,"X,,,,X,O,O,X,O",0.5
3045,O,,O,X,O,,X,X,,"O,,O,X,O,,X,X,",0.5
3046,O,O,O,X,,X,,X,,"O,O,O,X,,X,,X,",0.5
3047,,X,X,O,O,X,O,,,",X,X,O,O,X,O,,",0.5
3048,O,O,,O,X,,X,,X,"O,O,,O,X,,X,,X",0.5
3049,,O,,X,X,O,,O,X,",O,,X,X,O,,O,X",0.5
3050,,X,X,,O,O,O,,X,",X,X,,O,O,O,,X",0.5
3051,,X,O,,,X,O,X,O,",X,O,,,X,O,X,O",0.5
3052,O,X,,,X,X,O,O,,"O,X,,,X,X,O,O,",0.5
3053,O,O,,,X,,X,X,O,"O,O,,,X,,X,X,O",0.5
3054,O,X,,,O,X,X,,O,"O,X,,,O,X,X,,O",0.5
3055,X,,O,,X,,X,O,O,"X,,O,,X,,X,O,O",0.5
3056,O,,O,,X,,X,O,X,"O,,O,,X,,X,O,X",0.5
3057,X,,,X,,X,O,O,O,"X,,,X,,X,O,O,O",0.5
3058,,O,O,O,X,X,X,,,",O,O,O,X,X,X,,",0.5
3059,X,,O,X,O,,O,,X,"X,,O,X,O,,O,,X",0.5
3060,X,,O,,X,X,,O,O,"X,,O,,X,X,,O,O",0.5
3061,,O,,O,X,,O,X,X,",O,,O,X,,O,X,X",0.5
3062,,,O,X,O,X,X,O,,",,O,X,O,X,X,O,",0.5
3063,,O,O,,X,O,,X,X,",O,O,,X,O,,X,X",0.5
3064,O,O,X,X,O,,,X,,"O,O,X,X,O,,,X,",0.5
3065,X,,O,O,O,,X,X,,"X,,O,O,O,,X,X,",0.5
3066,O,X,X,X,,O,,O,,"O,X,X,X,,O,,O,",0.5
3067,O,X,,,X,O,,O,X,"O,X,,,X,O,,O,X",0.5
3068,X,X,,,,X,O,O,O,"X,X,,,,X,O,O,O",0.5
3069,,O,X,X,,O,X,,O,",O,X,X,,O,X,,O",0.5
3070,X,X,O,,X,,O,,O,"X,X,O,,X,,O,,O",0.5
3071,O,X,,O,,X,X,O,,"O,X,,O,,X,X,O,",0.5
3072,O,,X,,X,O,O,,X,"O,,X,,X,O,O,,X",0.5
3073,,X,X,X,O,,O,,O,",X,X,X,O,,O,,O",0.5
3074,X,O,O,X,O,,,X,,"X,O,O,X,O,,,X,",0.5
3075,O,,X,,X,,O,X,O,"O,,X,,X,,O,X,O",0.5
3076,O,O,,X,O,,X,,X,"O,O,,X,O,,X,,X",0.5
3077,X,O,X,O,,X,O,,,"X,O,X,O,,X,O,,",0.5
3078,O,,O,X,X,O,X,,,"O,,O,X,X,O,X,,",0.5
3079,,,O,,O,X,O,X,X,",,O,,O,X,O,X,X",0.5
3080,O,X,,X,O,X,O,,,"O,X,,X,O,X,O,,",0.5
3081,,X,,O,O,X,O,X,,",X,,O,O,X,O,X,",0.5
3082,X,X,,O,O,,O,X,,"X,X,,O,O,,O,X,",0.5
3083,X,X,O,,O,O,X,,,"X,X,O,,O,O,X,,",0.5
3084,X,,X,O,X,O,O,,,"X,,X,O,X,O,O,,",0.5
3085,,X,X,O,X,O,,,O,",X,X,O,X,O,,,O",0.5
3086,O,X,O,,,,O,X,X,"O,X,O,,,,O,X,X",0.5
3087,,,X,O,,X,X,O,O,",,X,O,,X,X,O,O",0.5
3088,X,,O,X,,O,,X,O,"X,,O,X,,O,,X,O",0.5
3089,,X,,O,O,X,,O,X,",X,,O,O,X,,O,X",0.5
3090,X,X,,O,O,,,O,X,"X,X,,O,O,,,O,X",0.5
3091,,,O,,O,X,X,X,O,",,O,,O,X,X,X,O",0.5
3092,X,X,,X,O,O,,,O,"X,X,,X,O,O,,,O",0.5
3093,O,X,,,,X,O,O,X,"O,X,,,,X,O,O,X",0.5
3094,X,,O,X,,O,,O,X,"X,,O,X,,O,,O,X",0.5
3095,O,X,O,,O,X,,,X,"O,X,O,,O,X,,,X",0.5
3096,O,X,,X,O,,O,,X,"O,X,,X,O,,O,,X",0.5
3097,,X,O,O,O,X,,,X,",X,O,O,O,X,,,X",0.5
3098,,,X,O,,O,X,X,O,",,X,O,,O,X,X,O",0.5
3099,,,O,X,X,O,O,X,,",,O,X,X,O,O,X,",0.5
3100,,,X,O,,O,X,O,X,",,X,O,,O,X,O,X",0.5
3101,X,,X,,O,,X,O,O,"X,,X,,O,,X,O,O",0.5
3102,,,X,O,,X,O,X,O,",,X,O,,X,O,X,O",0.5
3103,X,,O,,O,X,X,,O,"X,,O,,O,X,X,,O",0.5
3104,,O,O,,X,X,X,,O,",O,O,,X,X,X,,O",0.5
3105,O,O,X,,X,,,X,O,"O,O,X,,X,,,X,O",0.5
3106,,O,,X,,X,O,X,O,",O,,X,,X,O,X,O",0.5
3107,O,O,,,X,O,X,X,,"O,O,,,X,O,X,X,",0.5
3108,O,,O,O,X,,X,X,,"O,,O,O,X,,X,X,",0.5
3109,O,O,X,,,X,,X,O,"O,O,X,,,X,,X,O",0.5
3110,,,O,O,X,X,O,,X,",,O,O,X,X,O,,X",0.5
3111,,,O,O,X,X,X,,O,",,O,O,X,X,X,,O",0.5
3112,X,X,O,,O,,O,,X,"X,X,O,,O,,O,,X",0.5
3113,O,,,O,,X,X,O,X,"O,,,O,,X,X,O,X",0.5
3114,X,O,,O,X,O,X,,,"X,O,,O,X,O,X,,",0.5
3115,O,O,X,X,,,O,,X,"O,O,X,X,,,O,,X",0.5
3116,O,X,,O,,,X,X,O,"O,X,,O,,,X,X,O",0.5
3117,,,X,X,O,X,O,,O,",,X,X,O,X,O,,O",0.5
3118,O,X,X,O,O,,X,,,"O,X,X,O,O,,X,,",0.5
3119,O,,,,X,O,X,O,X,"O,,,,X,O,X,O,X",0.5
3120,O,,X,X,,O,X,O,,"O,,X,X,,O,X,O,",0.5
3121,X,,O,,,O,O,X,X,"X,,O,,,O,O,X,X",0.5
3122,O,O,,X,X,O,X,,,"O,O,,X,X,O,X,,",0.5
3123,O,X,O,O,,,X,,X,"O,X,O,O,,,X,,X",0.5
3124,O,X,,O,X,,,O,X,"O,X,,O,X,,,O,X",0.5
3125,O,O,X,,X,O,,X,,"O,O,X,,X,O,,X,",0.5
3126,,X,O,X,,,O,O,X,",X,O,X,,,O,O,X",0.5
3127,O,O,,X,O,X,,X,,"O,O,,X,O,X,,X,",0.5
3128,O,O,,X,,X,X,O,,"O,O,,X,,X,X,O,",0.5
3129,X,,X,X,,,O,O,O,"X,,X,X,,,O,O,O",0.5
3130,O,O,X,,O,,X,X,,"O,O,X,,O,,X,X,",0.5
3131,X,,O,X,X,O,O,,,"X,,O,X,X,O,O,,",0.5
3132,,,,O,X,O,X,O,X,",,,O,X,O,X,O,X",0.5
3133,X,,,X,O,X,,O,O,"X,,,X,O,X,,O,O",0.5
3134,,O,,O,X,O,,X,X,",O,,O,X,O,,X,X",0.5
3135,O,,O,X,,,X,O,X,"O,,O,X,,,X,O,X",0.5
